
Unnamed: 0,Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
0,2019-01-02 00:00:00-05:00,95.9499969482422,99.77999877929688,95.94000244140624,99.30999755859376,81.61670684814453,15670900.0,0.0,0.0
1,2019-01-03 00:00:00-05:00,98.63999938964844,98.88999938964844,96.69000244140624,97.11000061035156,80.456787109375,,0.8,0.0
2,2019-01-04 00:00:00-05:00,,100.93000030517578,98.27999877929688,100.69000244140624,83.42286682128906,16935200.0,0.0,0.0
3,2019-01-07 00:00:00-05:00,100.43000030517578,101.47000122070312,,100.76000213623048,83.48086547851562,15430700.0,0.0,0.0
4,2019-01-08 00:00:00-05:00,101.62999725341795,101.81999969482422,99.5500030517578,100.56999969482422,83.32344055175781,13578800.0,0.0,0.0
5,2019-01-09 00:00:00-05:00,100.80999755859376,101.48999786376952,99.93000030517578,100.4000015258789,83.18260955810547,14230300.0,0.0,0.0
6,2019-01-10 00:00:00-05:00,100.0199966430664,100.7300033569336,99.2699966430664,100.38999938964844,83.17432403564453,14376100.0,0.0,
7,2019-01-11 00:00:00-05:00,99.88999938964844,100.16999816894533,98.9499969482422,99.91000366210938,82.77664184570312,15439900.0,0.0,0.0
8,2019-01-14 00:00:00-05:00,98.87000274658205,101.36000061035156,98.66000366210938,100.94000244140624,83.62997436523438,21258500.0,,0.0
9,2019-01-15 00:00:00-05:00,98.88999938964844,102.47000122070312,98.5999984741211,101.68000030517578,84.24309539794922,26504900.0,0.0,
10,2019-01-16 00:00:00-05:00,102.25,103.4499969482422,101.8000030517578,102.5,84.92247009277344,18533000.0,0.0,0.0
11,2019-01-17 00:00:00-05:00,,103.5,101.91999816894533,102.91999816894533,85.27044677734375,14247600.0,0.0,0.0
12,2019-01-18 00:00:00-05:00,103.7699966430664,104.9000015258789,102.83000183105467,104.58999633789062,86.65406036376953,16428700.0,0.0,0.0
13,2019-01-22 00:00:00-05:00,103.08000183105467,103.58999633789062,102.12999725341795,102.94000244140624,85.28702545166016,17083700.0,0.0,0.0
14,2019-01-23 00:00:00-05:00,103.44000244140624,103.6999969482422,101.97000122070312,,85.07159423828125,12146700.0,0.0,0.0
15,2019-01-24 00:00:00-05:00,102.12999725341795,103.08999633789062,101.94000244140624,102.73999786376952,85.1213150024414,11296800.0,0.0,0.0
16,2019-01-25 00:00:00-05:00,103.51000213623048,104.30999755859376,102.73999786376952,103.38999938964844,85.65984344482422,14369400.0,0.0,0.0
17,2019-01-28 00:00:00-05:00,102.88999938964844,104.23999786376952,102.58999633789062,103.87999725341795,86.0657958984375,12283100.0,0.0,0.0
