Date,Apple_Close,Apple_Volume,Amazon_Close,Amazon_Volume,JP Morgan_Close,JP Morgan_Volume,Johnson&Johnson_Close,Johnson&Johnson_Volume,Total Energies_Close,Total Energies_Volume
2019-01-02 05:00:00+00:00,39.47999954223633,148158800.0,76.95649719238281,159662000.0,99.30999755859376,15670900.0,127.75,7631700.0,52.790000915527344,1212500.0
2019-01-03 05:00:00+00:00,35.54750061035156,365248800.0,75.01399993896484,139512000.0,97.11000061035156,10580350.0,125.72000122070312,8654500.0,52.90999984741211,1099600.0
2019-01-04 05:00:00+00:00,37.06499862670898,234428400.0,78.76950073242188,183652000.0,100.69000244140624,16935200.0,127.83000183105467,8831700.0,54.459999084472656,1675000.0
2019-01-07 05:00:00+00:00,37.37624931335449,219111200.0,81.47550201416016,159864000.0,100.76000213623048,15430700.0,127.01000213623048,8404700.0,54.36000061035156,1222400.0
2019-01-08 05:00:00+00:00,37.6875,164101200.0,82.22325134277344,177628000.0,100.56999969482422,13578800.0,129.9600067138672,9351600.0,54.8700008392334,2322000.0
2019-01-09 05:00:00+00:00,38.32749938964844,180396400.0,82.97100067138672,126976000.0,100.4000015258789,14230300.0,128.92999267578125,7403500.0,55.380001068115234,2029500.0
2019-01-10 05:00:00+00:00,38.45000076293945,76039450.0,82.81099700927734,130154000.0,100.38999938964844,14376100.0,129.7100067138672,6224400.0,54.959999084472656,949200.0
2019-01-11 05:00:00+00:00,38.0724983215332,108092800.0,82.02799987792969,93724000.0,99.91000366210938,15439900.0,129.75,6933450.0,53.88999938964844,2297300.0
2019-01-14 05:00:00+00:00,37.5,129756800.0,80.8604965209961,120118000.0,100.94000244140624,21258500.0,128.27999877929688,7374400.0,54.29999923706055,1219400.0
2019-01-15 05:00:00+00:00,38.26750183105469,114843600.0,82.52474975585938,119970000.0,101.68000030517578,26504900.0,129.36000061035156,5194400.0,53.810001373291016,2062000.0
2019-01-16 05:00:00+00:00,38.73500061035156,122278800.0,84.18900299072266,127338000.0,102.5,18533000.0,128.0399932861328,6264200.0,53.59999847412109,1304700.0
2019-01-17 05:00:00+00:00,38.96500015258789,119284800.0,84.66100311279297,84178000.0,102.91999816894533,14247600.0,129.08999633789062,7632000.0,53.7599983215332,1165900.0
2019-01-18 05:00:00+00:00,39.20500183105469,135004000.0,84.80999755859375,120410000.0,104.58999633789062,16428700.0,130.69000244140625,10593000.0,54.560001373291016,1164400.0
2019-01-22 05:00:00+00:00,38.32500076293945,121576000.0,81.6084976196289,128336000.0,102.94000244140624,17083700.0,128.8000030517578,10568100.0,53.47999954223633,1702300.0
2019-01-23 05:00:00+00:00,38.47999954223633,92522400.0,82.0009994506836,104504000.0,102.84000015258788,12146700.0,128.8000030517578,9267800.0,52.95000076293945,1309000.0
2019-01-24 05:00:00+00:00,38.17499923706055,101766000.0,82.74649810791016,81798000.0,102.73999786376952,11296800.0,127.02999877929688,9917000.0,53.34000015258789,798600.0
2019-01-25 05:00:00+00:00,39.43999862670898,134142000.0,83.52850341796875,98918000.0,103.38999938964844,14369400.0,128.22999572753906,6933450.0,54.209999084472656,1675000.0
2019-01-28 05:00:00+00:00,39.07500076293945,104768400.0,81.89450073242188,96754000.0,103.87999725341795,12283100.0,128.99000549316406,6927700.0,46.77000045776367,1563200.0
